id,title,type,location,address,lot_area,price_per_sqm,total_price,description,features,photo_url,photo_urls,messenger,viber,whatsapp,phone,owner_name,status,date_listed
1,"14,724 sqm Lot in Ronda, Cebu",lot,ronda,"Brgy. Cansabusab, Ronda, Cebu",14724,750,11043000,"Spacious 14,724 sqm lot in Ronda, Cebu. Great for farming or development. Gentle slope with mountain views, near town center.","Road access,Mountain view,Near town center,Clean title,Electricity available",,,,,09687512330,,CebuLandMarket,active,2025-01-01
